"File","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","Drift.nm.s.","Feature","Orientation","Protein","Sample","Species","Region","Thickness","Prism","IPM"
"Grid_Position 173 0001 DC.hys",318.79145,14183.97039,144.210823,3270033.88,392.864845,392.558298,70.657222,70.59113083,4.337561,3.354242,231.043819,1.642145,-56.859003,0.2655,-0.011637,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0002 DC.hys",313.472859,16383.44857,159.116046,3171245.656,390.969807,390.696915,79.165118,79.72144627,5.16625,5.345843,228.305116,1.577149,-56.849503,0.264,-0.018249,"S","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0003 DC.hys",321.979629,15413.96873,161.078381,3329937.191,393.124133,393.748892,78.208519,78.68760887,4.628907,1.949919,226.06965,1.752274,-56.839503,0.2625,-0.0185,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0004 DC.hys",330.830444,15730.04109,169.846489,3498928.578,399.621687,400.290406,80.449595,81.11255338,4.495674,3.910432,247.455649,1.650247,-56.829003,0.2605,-0.089998,"T","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0005 DC.hys",322.562298,15951.27749,171.465298,3340940.592,391.541855,392.334189,83.11448,84.00937994,4.774487,1.197585,220.638751,1.845608,-56.820003,0.259,-0.046687,"T","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0006 DC.hys",330.249728,15667.49266,170.424301,3487719.533,398.317719,399.19893,80.852895,81.55002479,4.492188,1.683534,234.585957,1.79059,-56.810003,0.2565,-0.021863,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0008 DC.hys",314.650947,14408.9558,141.188272,3193004.25,390.546975,391.192126,70.005748,69.89794433,4.512664,2.182961,217.210083,1.704789,-56.857503,0.276,-0.036734,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0009 DC.hys",316.661251,15903.41581,160.906702,3230295.529,390.248294,390.788443,79.320936,79.89002095,4.923208,1.692832,215.738921,1.771106,-56.847503,0.2745,-0.060907,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0010 DC.hys",325.255059,16443.0616,164.980151,3392014.822,399.20613,400.005241,79.366578,79.93940894,4.84758,2.12829,226.88619,1.736976,-56.837003,0.272,-0.055787,"H","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0011 DC.hys",330.109686,16625.74777,173.205799,3485018.964,401.40256,402.100987,82.204328,83.01838072,4.770633,2.455259,236.416256,1.726091,-56.828003,0.2705,-0.033295,"S","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0012 DC.hys",319.003878,16522.31535,172.741718,3274009.239,390.175746,390.739511,84.584758,85.61384838,5.046508,2.325558,224.79503,1.734959,-56.818003,0.269,-0.064228,"T","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0013 DC.hys",321.264643,15745.17624,168.379223,3316458.492,390.676975,391.397299,81.919265,82.7083445,4.747587,2.13012,227.951362,1.747894,-56.808003,0.2665,-0.102683,"S","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0015 DC.hys",315.861299,14148.4887,141.526909,3215431.877,390.537079,390.83903,69.928497,69.81580274,4.400183,1.265006,211.288079,1.796043,-56.855503,0.2855,-0.002914,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0016 DC.hys",311.813608,16493.43525,152.918215,3140719.345,391.623469,392.707022,76.450351,76.7923018,5.251483,6.193294,226.361498,1.542266,-56.846003,0.283,-0.082629,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0017 DC.hys",321.841042,16057.78178,164.689509,3327322.574,394.308196,394.968568,79.993244,80.61793494,4.826037,2.364059,227.049936,1.722183,-56.835503,0.282,-0.041854,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0019 DC.hys",322.117198,16022.29731,171.258015,3332533.556,391.48702,392.284559,83.118647,84.01392099,4.807843,2.821286,232.823738,1.704434,-56.816503,0.278,-0.040286,"B","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0020 DC.hys",321.177832,16327.15528,172.59837,3314823.717,392.200532,392.125006,83.992653,84.96716871,4.925497,1.301841,218.935397,1.83083,-56.806503,0.277,-0.080519,"S","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0022 DC.hys",317.882038,15089.19897,146.891527,3253040.946,393.945918,394.924598,72.158386,72.19161126,4.63849,5.268767,233.995981,1.566621,-56.854003,0.2955,-0.029868,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0023 DC.hys",318.061877,15439.39527,152.781695,3256398.035,392.690938,393.853329,75.013151,75.24761838,4.741249,1.33592,212.135657,1.798201,-56.844003,0.2935,-0.078428,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0024 DC.hys",317.834368,16029.75825,162.885974,3252151.346,390.880552,391.642556,80.026374,80.65382882,4.928971,1.872167,218.707273,1.757277,-56.834003,0.292,-0.017249,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0025 DC.hys",319.909763,16319.39658,168.191903,3290987.568,391.648658,392.681087,82.144179,82.95294849,4.958814,1.757829,220.504508,1.774496,-56.824503,0.29,-0.033336,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0026 DC.hys",327.228514,16510.4389,172.96812,3429678.376,397.965715,398.818753,82.75118,83.6136053,4.81399,3.842087,241.041507,1.65292,-56.814503,0.2885,-0.059098,"T","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0027 DC.hys",320.472576,16618.93634,175.997317,3301556.836,390.371536,391.292986,85.818612,86.96374703,5.033667,0.926922,212.891877,1.889298,-56.804003,0.2865,-0.06638,"T","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0029 DC.hys",315.157037,14354.36676,139.313368,3202373.011,391.787114,392.434439,68.974992,68.80290327,4.482416,2.750618,220.98407,1.663976,-56.852003,0.3045,-0.060996,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0030 DC.hys",313.441069,16252.82741,157.896918,3170659.492,391.437156,390.640933,78.565826,79.07354913,5.126008,3.91503,223.174935,1.626939,-56.842503,0.303,-0.059787,"S","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0031 DC.hys",321.322336,15636.25072,164.524881,3317545.14,391.410993,392.601452,80.030954,80.65879108,4.713199,3.040145,232.581546,1.683732,-56.832503,0.3015,-0.061413,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0032 DC.hys",331.683669,15985.13242,174.820839,3515428.515,399.475354,400.261588,82.611193,83.46117729,4.547136,2.007862,238.733151,1.76655,-56.822503,0.3,-0.081078,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0033 DC.hys",324.117801,16315.79628,184.050172,3370399.495,390.559405,390.604277,88.824008,90.26497949,4.840909,0.189633,198.950199,2.161952,-56.813003,0.298,-0.075243,"T","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0034 DC.hys",331.286306,16426.09871,175.935468,3507739.615,400.646411,401.30956,83.228977,84.13416764,4.682816,1.173558,228.343473,1.852593,-56.802503,0.2965,-0.071268,"B","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0036 DC.hys",319.380045,14620.93764,141.815786,3281054.429,396.455367,396.703618,69.366964,69.21907442,4.45617,1.912626,218.781565,1.725755,-56.850503,0.315,-0.033751,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0037 DC.hys",318.660073,15622.34891,155.619247,3267576.43,393.500912,393.951285,76.275534,76.60418921,4.78102,2.999016,226.226568,1.67076,-56.840503,0.314,-0.073785,"H","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0038 DC.hys",316.855561,15658.32144,161.534551,3233910.823,388.763563,389.556671,79.585919,80.17681094,4.841915,2.374175,222.924469,1.719013,-56.830503,0.3115,-0.069989,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0039 DC.hys",320.449235,15932.11288,167.662176,3301118.199,390.860461,391.718051,81.759719,82.53489377,4.826278,0.639352,207.327436,1.940441,-56.821003,0.31,-0.06695,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0040 DC.hys",324.798659,14656.00884,162.724359,3383332.389,397.217788,392.348513,78.38177,78.87471132,4.331826,1.640601,231.138471,1.789901,-56.811003,0.308,-0.056497,"H","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0041 DC.hys",320.256167,17129.91005,179.934796,3297490.92,391.668875,391.656657,87.792654,89.12999196,5.194832,2.692053,228.080428,1.718226,-56.800503,0.306,-0.075576,"S","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0043 DC.hys",315.429258,14574.44916,137.273164,3207417.732,394.262259,395.057618,67.911404,67.67517635,4.543982,0.945843,200.768488,1.829962,-56.848503,0.325,-0.065969,"AP","AP",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0044 DC.hys",320.30758,15112.5049,157.616562,3298456.657,391.593592,392.218669,76.892023,77.26783875,4.58169,1.038516,214.750558,1.850912,-56.839003,0.323,-0.073308,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0045 DC.hys",317.947763,16411.48473,166.039579,3254267.648,391.23183,392.078362,81.549221,82.30612999,5.043065,1.250778,211.679058,1.82515,-56.829003,0.3215,-0.076928,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0046 DC.hys",319.798049,16925.24454,175.235836,3288891.559,391.608651,392.23719,85.611671,86.73712398,5.146185,1.717605,219.782512,1.785513,-56.818503,0.3195,-0.055977,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0047 DC.hys",319.99475,16910.1366,177.389025,3292582.544,390.750318,391.490731,86.615026,87.83673307,5.135828,1.993185,223.245054,1.764914,-56.809503,0.3175,-0.036743,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0048 DC.hys",329.786169,16492.93688,178.580769,3478784.084,398.426704,399.052881,84.831233,85.88325373,4.741006,2.716309,240.28488,1.719094,-56.799003,0.3155,-0.034733,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0051 DC.hys",318.797823,15200.292,154.564642,3270153.108,391.767913,392.554789,75.728776,76.01624434,4.64819,2.060388,222.103285,1.733241,-56.837003,0.3325,-0.062898,"S","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0052 DC.hys",318.904787,15636.12921,162.189989,3272154.583,390.197144,391.209478,79.440499,80.01940585,4.778542,4.296789,234.762832,1.622785,-56.827503,0.331,-0.073851,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0053 DC.hys",326.429234,15964.04173,173.624026,3414400.356,394.342069,395.388765,83.250611,84.15774906,4.675504,1.663733,230.294595,1.795555,-56.817003,0.3295,-0.049402,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0054 DC.hys",318.134943,17217.51954,177.436679,3257762.426,390.407534,390.910987,87.100074,88.36905957,5.285075,2.699688,224.667681,1.713235,-56.807503,0.328,-0.092711,"H","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 173 0055 DC.hys",327.745194,17114.96892,177.776612,3439571.752,398.902015,399.949442,84.929246,85.99041995,4.975901,2.723955,235.03451,1.713004,-56.798003,0.326,-0.091639,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Outer",NA,NA
"Grid_Position 275 0000 DC.hys",331.320386,17379.96769,212.71383,3508398.752,392.119094,392.599786,100.618093,103.4033126,4.953818,9.464081,265.795839,1.551956,-62.776503,-1.6435,-0.020089,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0001 DC.hys",329.514564,17343.57283,211.006251,3473553.718,390.550178,391.160508,100.309748,103.0560529,4.993034,9.036743,263.108423,1.557914,-62.769003,-1.6505,-0.059312,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0002 DC.hys",332.141992,16393.28175,200.807169,3524306.888,392.607537,393.369693,94.771375,96.85337987,4.651491,8.667564,266.242722,1.557224,-62.762003,-1.6575,-0.053073,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0003 DC.hys",338.475989,15551.86153,190.304568,3648090.772,400.530189,399.766668,88.277743,89.66354861,4.263014,5.511695,266.960003,1.625125,-62.755003,-1.6645,-0.055919,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0004 DC.hys",323.063816,15901.33167,174.959017,3350425.229,390.657611,391.228343,84.687867,85.72653472,4.746064,3.62277,239.456796,1.66991,-62.747503,-1.672,-0.073408,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0005 DC.hys",318.310298,15283.54853,159.405769,3261038.041,390.053289,390.218997,78.209756,78.68894455,4.686713,12.107781,251.430582,1.447548,-62.740503,-1.679,-0.12733,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0007 DC.hys",334.705583,16680.61718,210.675782,3574162.733,394.372094,394.088122,98.732988,101.2834924,4.667,8.954809,270.35089,1.562798,-62.769003,-1.636,-0.053072,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0008 DC.hys",332.095268,16662.44341,210.913727,3523401.288,390.97924,391.346189,99.553978,102.205766,4.729079,4.850965,259.571079,1.668013,-62.762003,-1.6435,-0.017019,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0009 DC.hys",329.765955,16484.4802,196.672006,3478394.683,392.079265,392.628792,93.430344,95.36130919,4.739106,4.308542,252.691798,1.669552,-62.755003,-1.6505,-0.019809,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0010 DC.hys",337.913442,16062.06355,189.458301,3637015.152,401.356586,401.497606,88.018895,89.37877697,4.416276,7.548588,268.628024,1.567249,-62.747003,-1.6575,-0.032726,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0011 DC.hys",320.995764,16337.60013,178.171334,3311396.348,389.300597,389.767771,86.749519,87.98428653,4.93375,1.719462,225.196581,1.794748,-62.740503,-1.6645,-0.07304,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0012 DC.hys",323.668742,15120.02874,158.038403,3361882.433,395.031513,395.42359,76.367083,76.70269324,4.497489,12.054138,256.983999,1.447006,-62.733503,-1.672,-0.096028,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0014 DC.hys",340.905525,16412.69188,202.656335,3696107.596,401.094867,401.646379,93.394803,95.32181691,4.440534,2.663219,259.143762,1.759556,-62.762003,-1.6295,-0.035825,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0015 DC.hys",338.34431,16018.83213,201.631996,3645496.796,397.84108,397.928723,93.565538,95.51155778,4.394142,4.483822,265.007859,1.673099,-62.755003,-1.636,-0.030604,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0016 DC.hys",329.992605,15183.43699,184.599103,3482761.954,391.122592,391.680759,87.64003,88.96221963,4.359597,4.250735,254.875685,1.663266,-62.747003,-1.6435,-0.081606,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0017 DC.hys",324.702588,17219.00081,188.458199,3381506.096,392.563613,393.228397,90.801867,92.44778327,5.09211,8.74203,253.017768,1.534575,-62.740503,-1.6505,-0.072025,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0018 DC.hys",321.227665,16777.75033,183.509617,3315762.086,389.261972,389.797982,89.289826,90.77833015,5.059998,5.434573,242.626786,1.609711,-62.733503,-1.6575,-0.070175,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0019 DC.hys",323.419576,15456.58154,167.182696,3357161.035,392.598754,392.759504,80.842562,81.53881215,4.604063,11.622947,257.2878,1.4653,-62.726503,-1.6645,-0.099751,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0021 DC.hys",331.92126,16480.62429,207.898401,3520029.672,390.930736,391.375629,98.177691,100.6605086,4.681956,6.626487,263.587361,1.612013,-62.755003,-1.6225,-0.028738,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0022 DC.hys",338.070599,16355.27505,201.180436,3640107.706,398.6295,399.043011,93.425075,95.35545424,4.493074,2.354819,254.45972,1.778468,-62.747003,-1.63,-0.070159,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0023 DC.hys",325.826816,16804.77413,191.996675,3402906.609,391.046064,391.471602,92.215414,94.012819,4.938359,8.066206,255.347751,1.555232,-62.740503,-1.636,-0.059962,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0024 DC.hys",337.182094,16466.38841,190.554766,3622639.978,401.375847,401.991763,88.703765,90.13254015,4.545411,10.467426,271.431383,1.51089,-62.733503,-1.644,-0.078149,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0025 DC.hys",337.29833,15019.24374,186.51713,3624922.882,396.914076,397.691887,86.79689,88.03626659,4.143328,6.901079,270.066934,1.584916,-62.726503,-1.6505,0.187793,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0026 DC.hys",329.083216,16175.85841,168.510655,3465254.812,400.650626,401.078033,80.203738,80.84602738,4.668014,17.40731,267.121577,1.39548,-62.719503,-1.6575,-0.134225,"H","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0028 DC.hys",330.588669,17264.14073,207.029239,3494259.739,392.649281,393.131069,98.12709,100.6037725,4.940715,7.190712,260.35916,1.592183,-62.747503,-1.615,-0.068161,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0029 DC.hys",338.621696,16554.53581,195.058218,3650962.089,401.446218,402.273983,90.447261,92.0558317,4.534294,3.006049,255.698727,1.727062,-62.740503,-1.623,-0.058389,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0030 DC.hys",330.59822,17181.61923,199.29007,3494444.117,395.339177,395.258814,94.456411,96.50259988,4.916839,4.843616,253.094097,1.648972,-62.733503,-1.63,-0.078515,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0031 DC.hys",332.98659,16818.44492,194.75126,3540695.709,397.209913,397.755535,91.70031,93.44202599,4.75004,7.438346,261.94554,1.572629,-62.726503,-1.6365,0.010094,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0032 DC.hys",321.66112,17064.5561,184.569852,3323929.568,390.428258,391.002982,89.6953,91.2255476,5.13385,8.924943,249.866397,1.52653,-62.719503,-1.6435,-0.072152,"IPM","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
"Grid_Position 275 0033 DC.hys",322.088362,16146.94504,172.679839,3331989.251,391.863595,392.219356,83.815563,84.7738962,4.846038,9.116285,250.948628,1.510788,-62.712503,-1.651,-0.046009,"T","Perp",3.495,"LLagF","Lagothrix lagotrichia","LingualCusp","Inner",4.749,1.46
